@relation 'R_data_frame-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 2'

@attribute V3 numeric
@attribute V2 numeric
@attribute Class {1,2}

@data
115.5161,255.0161,1
110.1024,190.315,2
97.3684,208.2105,1
122.4231,219.4231,2
96.8966,212.6379,1
275.6579,381.5263,1
106.8169,225.6725,1
87.6316,194.1579,1
127.52,236.4,2
93,206.2727,1
144.4694,245.102,1
88.6824,203.9176,1
117.8571,244.4286,1
103.2857,218.4286,1
206.2312,328.5477,1
222.2766,325.4043,1
115.8125,252.4062,1
163.6286,275.1786,1
91.3846,200.8462,1
74.3529,168,1
168,285.75,1
104.6667,233.7778,1
101.9375,220.4062,1
96.8462,218.7692,1
117.5,250,1
89.3824,201.6471,1
95.2169,188.8434,2
96.4483,216.4483,1
92.3125,216.75,1
92.3571,209.4286,1
113.9167,245.7946,1
121.2424,232.303,1
94.4752,213.2411,1
96.5,204,1
91.9545,223.7727,1
155.5625,282.6875,1
85.45,193.35,1
109.9167,240.7083,1
111.5333,225.8,1
79.2353,181.5882,1
85.2989,193.6092,1
85.7,195.3,1
103.619,224.9524,1
105.7381,191.9286,2
95.4483,211.931,1
122.1667,266.25,1
145.4375,290.125,1
81.3636,175,1
284.5,446,1
84,166,1
102.4216,221.8922,1
87.6667,192.6667,1
94.4167,211.5,1
107.75,247,1
110.4923,227.6615,1
99.4583,223.6667,1
94.3043,208.7391,1
100.2727,225.0909,1
149.3704,267.7037,1
113.4,252.6,1
123.9456,207.2619,2
66.6,171.1,1
125.2346,265.7778,1
86.5,199.3462,1
99.0263,223.3684,1
95.3793,211.6724,1
147,258,1
89.0833,179.4167,2
85.4615,178.6154,1
109.4177,238.2405,1
112.5349,248.1638,1
101.1548,222.0238,1
96.1765,183.8824,2
119.9789,229.2,1
76.6818,182.8636,1
190.2396,288.2708,1
403.672,433.0968,1
109.5714,248.4286,1
156.875,238.625,2
109.5833,225.75,1
81.4286,198,1
100.2432,222.5081,1
98.4545,222.1515,1
99.2286,225.4857,1
100.7,225,1
93.1818,207.7273,1
144.5882,232.7843,2
85.8,194.6,1
101.6,220,1
97.9811,218.1509,1
169.3333,273.7778,1
88.3158,201.1579,1
103.5,217.625,1
92,204.6,1
95,212,1
128.4091,230.8636,1
135.0714,240.4643,1
82.1244,193.0155,1
75.2857,180.5714,1
125.9388,270.4796,1
94.6512,201.5349,1
84.3158,194.8289,1
94.7692,213.1538,1
99.7368,225.5789,1
200,307.7222,1
163.8333,286.4167,1
97.5,210.75,1
99.2143,210.7857,1
103.1667,222.5,1
89.7059,203.3137,1
93.1667,207.4583,1
100.75,220.75,1
119.8667,239.6111,1
149.9412,240,1
92.3529,208.2353,1
100.2353,233.7059,1
80.3478,195.1739,1
107,224,1
79.5,186.25,1
99.7153,211.9028,1
138.85,226.15,2
108.4764,235.8878,1
115.875,230.75,1
129.1479,246.0592,1
97,224,1
91.8824,204.3529,1
74.5,173.6,1
111.7826,242.5217,1
207.8462,317.8462,1
93,207,1
74.9,182.2,1
101.9524,223.5714,1
83.1687,198.0241,1
86.4,181,1
84.8738,196.9223,1
109.4,239.5714,1
102.4231,225.9615,1
89.8261,196.6522,1
95.8767,207.5068,1
109.2353,223.0588,1
87.0556,198.25,1
121,237.5,1
107.5556,244.2593,1
95,222.3684,1
96.0286,211.4571,1
119.1091,251.4545,1
82.8435,190.3739,1
119.5652,266.087,1
121.8361,250.2,1
140.0847,266.2881,1
97.7037,227.2222,1
89.8421,205.6842,1
100.1667,213.5,1
111.5472,231.434,1
86.6364,199.3636,1
90,203.4074,1
97.7941,215.7647,1
82.1975,193.284,1
121.3243,248.0721,1
86,188,1
111.72,252.68,1
90.619,194.9524,1
92.4824,202.5176,1
121.3333,224.8333,2
88.3279,189.1148,1
113.1667,238.1667,1
117.4,260.3556,1
108.2436,232.5641,1
100.7273,216.7273,1
93,196,1
112.0179,218.3571,2
128.0277,245.6233,1
90.625,207.2917,1
109,238,1
136,260,1
90,211.5,1
99.125,217.875,1
107.1518,224.5893,1
118.4324,238.7568,1
90.6667,205,1
104.6667,233,1
98.5714,213.9286,1
99,213,1
120.1034,262.3793,1
95,230,1
77.65,174.4,1
105.2373,225.3051,1
129.7576,241.3939,1
100.4286,220.4161,1
110.0222,201.3778,2
112.0455,233.9091,1
104.4737,225.2982,1
86.5169,197.9775,1
168.1818,279.2727,1
197.1897,308.8793,1
133.625,251.0625,1
107.6597,228.3854,1
107.6875,244.1042,1
104.0909,221.8182,1
78.625,184.8125,1
96.2295,193.541,1
96.4109,209.8436,1
111.2,232,1
95,202.12,1
117.3333,247.8333,1
78.2,181,1
190.6,303.6,1
92.2514,208.2186,1
92.0208,196.3125,1
106.6667,228.3333,1
99.2188,213.9062,1
88.4444,199.1111,1
95.8889,218.1111,1
89.4444,195.8889,1
123.7053,213.7263,1
100.3704,219.7778,1
81.6071,190.2786,1
92.619,212.1984,1
99.5,232.9,1
106.6667,233,1
148.8235,260.1176,1
95.12,216.24,1
91.3438,199.5,1
114.9655,249.5172,1
96.5135,208.5946,1
114.8571,251.1429,1
83.5,188.75,1
120.982,236.9189,1
115.8333,234.8889,1
88.0204,197.9388,1
116,213.8889,1
103.1132,201.3019,2
89.9355,188.7742,1
147.6364,242.0909,1
103.4,218.6,1
118.7018,255.3158,1
107.7162,239.3378,1
92,210,1
153,239.5,1
91,203.4444,1
207.1579,310.7895,1
89.05,195.15,1
120.9412,256,1
75.25,185.25,1
323.928,488.12,1
101.7778,222,1
120.0426,203.8511,2
90.15,199.525,1
112.4,229.4,1
105.68,201.72,2
81.8941,187.8353,1
91.2994,202.9045,1
571.96,572.68,1
110.8636,220.2273,1
120.7222,257,1
96.0876,212.2659,1
105.625,226.75,1
131.2051,215.5641,2
85.4167,198.1875,1
96.8846,218.9615,1
89.4894,195,1
98,211,1
181.2611,265.338,1
91.4444,208.5556,1
94.8462,215.7692,1
96.2308,220.6154,1
173.5564,295.0526,1
126,255,1
136.4667,224,2
91.3333,211.5417,1
94.5455,228.2727,1
92.2727,211.3636,1
91.3103,205.5862,1
90.5,214.75,1
82.529,190.973,1
97.1818,204.8182,1
93.1452,180.7419,2
96.3036,217.9643,1
88.5652,206.6957,1
118.8409,251.9545,1
112.0882,239.6176,1
109.2478,225.9646,1
156.0526,280.7368,1
177.2406,288.9953,1
99.75,223.375,1
90.1429,207.102,1
121.2326,265.5349,1
105.4878,218.9106,1
118.542,253.7521,1
88.2105,216.9474,1
78.2254,182.8451,1
90.7333,205.12,1
85.5,193,1
92.3952,207.5484,1
143.7927,252.5,1
121.875,226.5625,1
203.6923,297,1
100.7231,218.0923,1
95.2637,215.011,1
167.75,298.0833,1
99.2921,215.8708,1
112.5385,228.8077,1
85.2542,197.6271,1
126.6,226.6333,2
144,269.2333,1
98.0909,210.5909,1
99.2308,215.6154,1
96.5526,211.2105,1
102.5,212.1667,1
107.2099,231.1358,1
99.5333,194.6,2
77.4394,184.6515,1
98.7059,219.8824,1
78.4211,178.3421,1
87.5909,204,1
105.4667,208.8,1
91.2857,205.8571,1
129.6598,231.9794,1
119.7167,250.1167,1
150.6538,260.0923,1
241,361,1
111.9394,242.5758,1
110.6,229.6,1
75.2,174.9,1
148.9524,250.9524,1
88.2857,195.3095,1
115.375,230.8333,1
86.572,198.608,1
76.4286,186.1429,1
92.8621,205.4828,1
99.2857,211,1
94.5385,210.1923,1
154.55,261.35,1
89.9091,198.1818,1
157.7228,249.0198,2
110.9462,233.2581,1
271.4286,440.8571,1
123.5994,260.9615,1
111.0769,204.9231,2
96.1717,210.6465,1
107.3958,240.2917,1
106.4583,227.6667,1
103,220,1
90.55,184.75,1
87.25,195.9231,1
94.2414,207.6207,1
144.1458,229.1771,2
115.75,252,1
112.64,238.12,1
79.1948,180.7143,1
90.3774,205.0377,1
105.4677,229.3871,1
116.5628,243.2513,1
98.625,229.1875,1
102.931,224.4828,1
103.2324,215.493,1
96.6538,224.2692,1
92.5752,209.6726,1
108.3333,225.4444,1
91.989,208.674,1
104.4321,217.5679,1
96.3818,209.1818,1
88.5714,186.9524,1
95.4634,216.2927,1
99.9167,217.7917,1
123.6786,251.5,1
81.7857,182.7857,1
128.0625,262.375,1
91.2,200.96,1
96,209,1
90.6944,192.3056,2
98.2,221.4667,1
154.8286,262,1
122.9765,246.4706,1
94.4598,206.3218,1
109.7158,243.0842,1
91.2222,201.9444,1
121.8889,244.1481,1
184.9216,274.1765,1
104.3448,229.4483,1
94.625,209.1875,1
130.2887,268.6804,1
77.58,185.28,1
98.129,217.5968,1
77.3,180,1
87.4889,206.6667,1
75.557,187.2532,1
368.7342,533.0633,1
102.443,233.0506,1
86.65,195.85,1
90.3448,207.7586,1
102.1667,225.5,1
145.0343,265.3022,1
98.9565,216.9565,1
115.8533,249.7333,1
92.9121,207.3736,1
91.5714,209.3492,1
85.3068,194.0227,1
107.1389,232.2361,1
89.7662,201.2727,1
109.3973,234.7808,1
102.6786,195.5357,2
82.3077,199.3846,1
120.0952,246.1429,1
88.5,204.6129,1
136.2051,251.4872,1
112.4545,231.8182,1
99,227.4,1
93.4348,180.8261,2
94,201,1
85.8824,198.8824,1
397.6316,572.2105,1
92.1081,206.9459,1
109.5556,249.5,1
113.3659,247.9512,1
84.6026,187.9038,1
109.2174,213,1
103.8,225.95,1
87.1111,198.8889,1
143.8284,253.709,1
90.3667,207.2,1
94.8621,214.9655,1
110.4,230.4,1
104.6077,220.3846,1
78,196.25,1
109.5263,234.3684,1
102.8696,216.8261,1
97.093,221.4186,1
126.1579,251.5789,1
134.9268,262.3171,1
104.5152,227.4242,1
101.5,223.74,1
117.6875,254.625,1
115,206.4,2
108.75,235.0667,1
77.5574,181.623,1
102.75,220.75,1
142.5082,263.5902,1
107.9286,227.9286,1
93.2739,204.6879,1
115.5259,236.6207,1
109.925,243.925,1
75.75,168,1
105.5862,227.069,1
78.2057,183.8743,1
123,225.2222,2
86.2149,199.1653,1
136.7636,250.4,1
97.1818,191.1818,1
83.134,196.4742,1
120,254.3333,1
89.0952,206.1429,1
106.2535,225.0282,1
91.4062,205.7344,1
100.8519,190.5556,2
96.4085,213.7805,1
86,201,1
143.46,256.06,1
131.2683,248.561,1
93.3,209.24,1
121.0339,238.9492,1
115.5678,237.2373,1
89,189.2222,1
99.9388,216.7959,1
103.6333,223.15,1
107.2,229,1
103.7143,221.7238,1
94.7733,205.8267,1
100.5882,222.0588,1
131.7755,239.5714,1
90.3333,201.8333,1
113.806,198.8657,2
96.3667,212.5667,1
161.246,277.6071,1
100.2568,216.4797,1
104.7273,213.1818,1
103.1569,214.9804,1
78.0105,182.207,1
114.5641,223.3846,1
78.5584,185.7662,1
91.8056,210.2361,1
102.0833,222.9167,1
98.1429,215.2,1
66.8783,160.9822,1
104,224.3636,1
104.0464,228.4794,1
107.3889,221.7778,1
91.25,205.4375,1
81.9636,198.4909,1
112.3826,250.5826,1
83.5484,196.5806,1
95.0741,214.8519,1
106.963,223.8547,1
110.4607,207.5955,2
100.0105,223.0842,1
90.6818,208.1364,1
137.7107,232.1818,1
103.0064,214.1474,1
97.2442,215.7326,1
88.3125,201.75,1
124.1333,205.2333,2
121.3137,224.4314,1
92.575,189.125,1
90.6,199.08,1
92.6923,205.1154,1
113.7,249.775,1
117.1905,253.7143,1
94.4375,206.5,1
92.4,212.4667,1
111.7753,232.427,1
85.2041,197.7143,1
88.9655,207.2414,1
90.1538,206.9231,1
90,201.2632,1
233.3708,352.573,1
121,245.3333,1
103.4444,225.7778,1
105.4667,228.5333,1
93.9091,206.5909,1
579,710,1
97,227.5,1
89.7885,190.1442,1
96.0476,218.119,1
115.5333,237.6,1
99.0331,213.6612,1
93.8667,217.4667,1
101.2353,219.8824,1
113.824,231.712,1
178.1429,291.8095,1
93.169,210.2958,1
341.3158,467.4737,1
100.3043,200.4638,1
283.5556,365.7407,1
118.367,234.4128,1
132.2128,235.4894,1
82.7692,194.4615,1
98.5926,219.2963,1
104.4394,220.8182,1
93.383,209.2979,1
296.4211,380.9474,1
335.4583,445.1458,1
104.5769,214.5,1
128.101,225.5575,1
96.1765,204.6471,1
207.5,327.1667,1
91.4375,191.5,1
96.7059,221.4118,1
94.2128,212.5957,1
97,220.3333,1
109.0685,237.2945,1
130.2791,222.4651,1
109.7037,232.4815,1
94.7347,215.8776,1
155.2308,274.6364,1
88.5246,195.1311,1
105,211,1
119.3882,253.6824,1
136.0658,260,1
86.5833,190.1667,1
116.0057,236.7886,1
93.988,214.747,1
85.9184,197.4796,1
102.1304,220.7826,1
91.6,200.3,1
115.125,245.25,1
113.908,248.6271,1
148.2857,238.5,1
99.0847,219.5932,1
105.1429,229.6667,1
82.5,178.5,2
109.987,199.6494,2
106.2323,236.8283,1
89.96,209.56,1
119.7157,258.8274,1
84.4769,198.6923,1
118.3852,254.3975,1
80.6933,190.5467,1
95.3824,218.4412,1
103.8679,216.3082,1
83.8333,186,1
109.7778,230.8889,1
113.1411,239.8282,1
98.1143,222.4286,1
96.3333,221.3333,1
113.4328,252.1642,1
98.2857,215.0714,1
102.5882,227.4118,1
108.2609,219.2609,1
128.6471,214.4118,1
95.2778,214.2889,1
96.663,220.087,1
89.6,201.4,1
190,336,1
110.5833,244.75,1
86,211,1
93.9444,210.2778,1
98.1148,223.1311,1
121,240.25,1
96.9333,211,1
88.9459,194.8649,1
106.5714,235.1429,1
123.4217,241.988,1
125.1,263.5,1
116.2857,248.1429,1
83.6207,193.7586,1
99.0755,229.8491,1
87.2115,212.5,1
96.65,222,1
120.68,203.6,2
89,190,1
88.25,187.75,1
662,843,1
89,190,1
140.1471,287.6765,1
100.4,214.6,1
97.6517,214.764,1
98.25,219.1591,1
75.4286,192.7143,1
121.7407,238.4815,1
92.625,229.125,1
212.1429,333.619,1
99.2951,214.7574,1
94.6462,208.1846,1
90.4,204.6,1
92.8478,214.8913,1
101.7143,221.7143,1
306.1143,465.581,1
81.7672,190.4828,1
94.6957,207,1
233.2143,356,1
112.5455,243.0909,1
79.1176,191.9118,1
93,211,1
88.0952,201.381,1
113.6341,237.1463,1
94.2,206.4,1
123.6818,224.7879,2
331.3889,451.5556,1
154,284,1
80.1034,186.4138,1
93.0385,207.6538,1
86.8654,199.9183,1
111.4928,241.3333,1
111.3333,247.3922,1
116.7368,238.8947,1
99.2897,214.6636,1
201.2897,403.831,1
528.3333,686,1
115.72,246.44,1
201.6809,311.5319,1
110,220.6667,1
90.68,204.7511,1
92.7407,208.0741,1
107.9216,235.3333,1
71.4074,176.1481,1
114.7798,242.7706,1
97.6364,219.7273,1
67.1034,166.931,1
98.4125,215.4375,1
112.9231,251.6154,1
92.68,214.04,1
114.3529,236.4118,1
97.9474,215.8421,1
107.3333,216.5952,1
84.6667,183.6667,1
93.2222,211,1
83,195,1
89.1111,203.5556,1
183.5,289.5,1
81.8313,191.9157,1
96.4375,222.6875,1
79.7857,171.1429,1
80.7273,179.5455,1
117.3043,236.7391,1
95.6981,210.9057,1
104.8947,216.3158,1
122.2,239.8,1
124.6765,216.3235,2
238.25,327.4167,1
102.5556,219.8889,1
95.7778,208.0833,1
117.4815,226.6667,1
112.1154,243.8846,1
123,248,1
319.9375,465.125,1
119.1667,237.6111,1
104.2667,230.8667,1
348.9333,405.2667,1
116.8222,256.3556,1
112.2333,202.5667,1
101.439,222.7073,1
82.925,197.65,1
118.625,230.6875,1
81.3529,187.2941,1
95.05,213.8,1
105,222,1
93.1364,220.5,1
80.6923,187.6154,1
115.375,218.9375,1
88.2162,202.9189,1
91.9091,211.4545,1
131.3297,268.3407,1
108.5263,234.9474,1
97.0645,220.1935,1
97.76,206.6,1
96.8125,207.0625,1
94.8333,212,1
96.2174,216.2609,1
87.2021,187.8723,1
97,213.1818,1
104.7692,231.1154,1
98.2857,216.7143,1
94,223,1
215.1798,340.8202,1
105.3,222.1,1
100.0526,217.8947,1
110.7436,230.9829,1
103.5857,234.3571,1
121.2857,235.2857,1
124.217,254.4953,1
96.6935,215.4839,1
70.5,171.6711,1
120.1739,247.4348,1
112.4,216.5143,2
162.7768,267.3571,1
82.7368,188.7895,1
95.381,206.619,1
106.3333,229.6667,1
164,297,1
87.1429,206.1429,1
96.7429,209.5571,1
91.3204,205.2621,1
112.75,229.5,1
99.1,211.8,1
91.9524,206.1905,1
85.0345,200.5862,1
75.2651,174.988,1
96.1702,212.3617,1
106.0714,227,1
93.9,207.3,1
86.5556,206.1111,1
105.3529,230.7059,1
101.8247,216.0928,1
95.1136,194.5227,1
105.4211,215.4211,1
117.8889,260.4444,1
85.1579,202.0526,1
84.4375,188.5938,1
123.6106,245.1504,1
176.3333,271.5714,1
94.3448,206.5862,1
127.6867,258.8916,1
107.8,231.6,1
79.9091,186.1818,1
83.0476,193.381,1
114,246.2,1
99.0833,220.9167,1
96.7841,211.1705,1
82.6667,204.2222,1
110.5,246.15,1
91.7398,203.2927,1
93.3529,211.8235,1
94.6,212.4,1
204.6184,313.9079,1
93.2381,210.6548,1
133.2222,245.1111,1
87.1515,191.6364,1
87.8,173.4,2
80.1163,188.0116,1
136.5866,218.2677,2
111.125,240.3125,1
78.7143,175.2857,1
89.7143,192.9286,1
103,236.5,1
102.2333,226.7667,1
115.125,235.6667,1
125.8571,235.381,1
106.0806,228.1935,1
135.4286,253.0714,1
119.5667,237.9,1
115.3571,233.881,1
81.7647,189.8235,1
93.1304,204,1
106,231.7692,1
88,213,1
98.2653,206.2857,1
111.122,231.7927,1
77.2174,196.2174,1
97.3429,218.9429,1
110.875,246.875,1
71.0741,177.9259,1
87.3333,196.3611,1
82.6458,180.0833,1
110.1724,233.6897,1
125.0859,248.2883,1
86,180.75,1
94,204.4375,1
113.3529,254.6471,1
122.875,248.8125,1
93.4597,208.0161,1
98.5238,216.4762,1
133.7073,247.5366,1
96.0833,211.25,1
96.3953,185.814,2
119.2727,234.6364,1
107,217,1
111.875,249.925,1
94.5,226.5,1
152,263,1
81,206.0714,1
101.6667,216.3333,1
109.5278,232.4583,1
105.9,228.2,1
82,198.7,1
103.8056,214.1667,1
67.5167,172.3,1
97,206,1
79.35,185.8333,1
84.1875,195.125,1
89.2414,189.8966,2
120.6423,197.3252,2
72.8384,174.4646,1
103.3205,226.7308,1
136.7121,221.3788,2
122.5806,244.8065,1
119.5769,238.1154,1
104.7059,226.7647,1
189.3333,325.6667,1
137.25,269.75,1
88.8167,206.35,1
258.4026,381.4545,1
117.0147,247.1029,1
86.1795,200.9744,1
279.5833,439.4167,1
82.1951,185.6423,1
91.5814,211.814,1
133.381,259.2381,1
113.911,244.3699,1
95.3333,228,1
94.5333,204.0667,1
120.7861,231.6578,1
115.6842,255.0526,1
129.9444,251.8889,1
126.4074,224.5741,2
221.5769,302.3462,1
115.5455,247.6818,1
102.5556,226.4444,1
228.3333,356,1
123.0115,247.8506,1
113.471,251.0137,1
106.7143,227.5714,1
90.963,200.5556,1
126.5429,261.2571,1
104.4792,227.0312,1
108.6875,235.7292,1
120.6136,197.6818,2
114.9815,253,1
115.7446,261.087,1
95.9091,202.9091,1
93.75,192.75,1
154.6667,287.6667,1
124.0244,264.0488,1
99.5714,216.8571,1
81.95,187.8833,1
95.4286,214.3333,1
115.5455,233,1
87.75,199.875,1
108.9151,227.1509,1
81.4,174.3,1
80.7925,192.6604,1
107,240,1
115.2643,246.2143,1
106.3053,225.458,1
121.3148,238.7685,1
129.8824,251.1765,1
101.292,220.3009,1
100.3793,220.4483,1
91.6364,214.3636,1
98.7391,221.3913,1
99.5625,232.5,1
234.878,331.2195,1
89.303,188.9091,1
102.0938,229.4375,1
206,339.6667,1
82.125,194,1
131.5862,224.2414,2
97.4,224.52,1
103.1676,206.8939,1
91.7021,203.0638,1
100.4286,232,1
97.7273,215.8182,1
88,192.5,1
110.5797,230.7681,1
110.4839,202.2742,2
106.1538,243.0769,1
113.6531,244,1
106.7656,227.4375,1
639.25,819.9167,1
94.0645,210.4839,1
77.7643,185.9299,1
103.0909,221.4545,1
107.9577,235.5608,1
207.4826,319.2587,1
81.6765,195.5294,1
91.92,202.08,1
104.6154,219.1538,1
150.1224,265.6122,1
109.9846,229.1923,1
75.7941,174.6471,1
101.9211,220.9474,1
87.5102,199.3469,1
115.4659,247.3182,1
114.1531,240.5102,1
82.5,176.6667,1
91.5098,214.5686,1
81.3592,184.4466,1
100,226,1
94.8095,204.1429,1
104,216.5,1
97.3469,227.4694,1
77.9231,167.5385,1
78.6471,187.3333,1
736.9355,943.4516,1
114.4631,220.4384,1
98.4242,225.7576,1
85.2381,179.7143,1
140.5303,234.9697,1
190.2955,308.25,1
377.8108,465.8919,1
103,233.4444,1
425.6429,449.6905,1
109.1818,229.2727,1
101,219.2222,1
90.8529,210.5882,1
164.1667,292.1667,1
109.4615,236.2308,1
120.1333,243.419,1
80.5551,186.2288,1
108.3913,238,1
120.1875,256.2083,1
90,207.9737,1
79.1111,203.8889,1
154.9423,271.8846,1
96,212.2857,1
121.3939,242.7879,1
98.9091,219.3182,1
106.9231,216.3077,1
177.4835,292.967,1
100.1379,221.4483,1
112.5263,242.8684,1
88.1957,191.6739,1
116.925,247.125,1
94.3191,217.4255,1
89.5217,199.9565,1
103.1905,230.619,1
90.0132,201.4605,1
94.5333,209.3333,1
99.125,222.75,1
92.2615,206.6308,1
235,364,1
152.4,259.6,1
94.0374,210.215,1
96.4105,214.8737,1
89.9394,203.1818,1
79.3684,191.4211,1
99,221,1
75.0982,182.4911,1
102.7143,234.1429,1
123.4483,264.1034,1
92.4815,204.3704,1
153.5152,231.8333,2
111.1538,199.3846,2
256.5,417,1
101.6275,211.8775,1
78.9265,188.3088,1
75.8824,183,1
94.8,206.25,1
76.6452,181.2258,1
96.3333,209.8333,1
283.9221,354.6494,1
130.6957,210.2899,2
111.1429,238.0204,1
97.5,204,1
83.2,198.2,1
96.4091,202.6364,1
110.3789,237.2737,1
88.8182,193.8636,1
102.3333,222,1
104.8305,224.6949,1
113,247.25,1
329.1667,492.5833,1
392.2895,458.6579,1
100,212.25,1
92.5789,211.4737,1
93.1667,205.5476,1
74.6,184.8,1
123.6304,251.4348,1
97.5,211.25,1
99.3,209.1,1
101.8462,216.7692,1
128.9703,238.0297,1
98.1364,210.0455,1
122.4219,259,1
111.0938,247.6979,1
131.0625,223.2188,2
79.7778,196.5778,1
87.7,200.8667,1
82.6269,189.1642,1
99.0971,214.1456,1
99.2308,213.1731,1
197.1667,302.1458,1
102.2,226.8,1
519.0119,502.5714,1
83.6376,192.3758,1
107.6364,229.6364,1
112.8723,244.1489,1
115.0417,238.5833,1
101.325,224.5,1
103.6749,223.9557,1
86.5806,193.7419,1
95.8913,214.6304,1
99.7843,217.0196,1
114.3889,241.7778,1
86.2188,193.7812,1
91.3636,211.5455,1
746.3333,893.3333,1
100.9167,231.25,1
84.8542,202.8333,1
120.5,233.5,1
83.2941,184.8824,1
86,196,1
111,236.5,1
118.5187,240.25,1
120.3778,241.7778,1
88.3796,199.5463,1
112.2373,237.1356,1
84.25,201.9167,1
97.6667,205.3725,1
89.5455,198.4091,1
99.7045,226.2045,1
102.4,229.6667,1
94.4231,208.2308,1
112.3692,239.5846,1
234.8333,396.6667,1
140.4118,283.4,1
117.6154,251.8462,1
110.9,231.5333,1
101.2708,231.1042,1
311.7,401.5048,1
302.5455,507.7902,1
81.0882,200.6765,1
110.8406,242.1304,1
92.4444,217.7778,1
104,231.2222,1
87.2,197.1714,1
296.4211,380.9474,1
103.3333,229.5,1
100.5,217.2955,1
95.0833,220,1
94.0714,213,1
86.5467,193.32,1
139.0947,255.0526,1
99.6316,210.8421,1
107.8718,224.1282,1
93,202,1
91.7887,202.784,1
100.6364,220.1591,1
78.8095,188.381,1
153,254,1
97.3529,214.6765,1
87.875,181.125,1
118.2,258.8,1
104.5221,218.7965,1
100.2105,225.4737,1
86.0312,200.0938,1
106.6667,227.3333,1
89.5,196.4211,1
77,185.6667,1
95.1111,211,1
96.9762,216.0476,1
117.8889,248.2778,1
101.7333,222.0667,1
112.7431,239.625,1
97.1154,223.6538,1
99.2667,212.6667,1
90.6842,214.6842,1
99.5246,212.2131,1
93.5405,201.7838,1
102.6066,223.7705,1
85.5217,179.2609,1
85.5833,196.1458,1
92.8571,208.4286,1
117,221.1538,2
85.9748,200.6555,1
89.6364,219.9091,1
105.1774,205.6774,1
120.6667,207.7544,2
115.2593,244.6667,1
91.3636,211.2727,1
105.2784,224.6804,1
125.68,234.08,1
126,243,1
92.4545,213.3636,1
115.4265,227.2206,1
90.9762,208.0159,1
101.2857,223.1429,1
307,400.8333,1
95.6364,200.1818,1
102.4694,212.2245,1
115.2025,246.8734,1
