@relation R_data_frame_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A6-N200-T1.0E-4

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Class {1,2}

@data
-0.919292,-0.496672,-0.162934,0.094425,-0.376451,1
-1.8804,-1.010115,-0.305836,0.203169,-0.77434,1
-0.848184,-0.442077,-0.117137,0.102312,-0.33903,1
-1.095934,-0.576087,-0.163299,0.13075,-0.444987,1
-1.098469,-0.593555,-0.189932,0.087942,-0.431839,2
-1.829585,-0.982837,-0.29771,0.189705,-0.727436,1
-1.726106,-0.929426,-0.282258,0.1657,-0.688087,2
-1.191004,-0.640361,-0.20535,0.125829,-0.48382,1
-1.374712,-0.773462,-0.218299,0.129783,-0.580555,1
-1.736269,-0.93322,-0.285867,0.184868,-0.700223,1
-0.846204,-0.472477,-0.15229,0.089502,-0.330449,1
-1.638664,-0.864125,-0.264841,0.159213,-0.667744,2
-1.481252,-0.788978,-0.240029,0.153576,-0.589697,1
-1.072435,-0.596589,-0.193498,0.102027,-0.441811,1
-1.74823,-0.943995,-0.289968,0.186739,-0.696456,1
-0.741586,-0.380241,-0.10837,0.081201,-0.302673,1
-0.508938,-0.288756,-0.064608,0.062183,-0.173457,1
-0.872416,-0.501072,-0.15852,0.095099,-0.384901,1
-2.084737,-1.128984,-0.330115,0.199501,-0.856804,1
-0.688447,-0.364902,-0.099094,0.088408,-0.277404,1
-0.833173,-0.462975,-0.138777,0.083389,-0.344949,1
-1.075896,-0.59497,-0.190014,0.114932,-0.426521,1
-1.034467,-0.567131,-0.185662,0.098099,-0.40151,1
-1.790551,-0.984827,-0.308749,0.188464,-0.744651,1
-1.360385,-0.722949,-0.217731,0.151849,-0.551024,1
-1.075464,-0.581354,-0.177044,0.1175,-0.42931,1
-1.36569,-0.728172,-0.224355,0.147882,-0.551204,1
-0.530734,-0.248211,-0.080348,0.056585,-0.237432,1
-1.111783,-0.597261,-0.190532,0.115803,-0.445939,1
-0.718371,-0.398518,-0.141802,0.06213,-0.288586,2
-1.886642,-1.023516,-0.311816,0.205834,-0.753692,1
-1.127047,-0.589597,-0.196767,0.120549,-0.471789,1
-0.912944,-0.483794,-0.149517,0.097169,-0.364511,1
-1.827084,-0.975653,-0.295034,0.202085,-0.743732,1
-1.575955,-0.852549,-0.274598,0.160479,-0.648648,1
-1.938873,-1.038473,-0.330308,0.204793,-0.790705,1
-0.053482,0.008029,-0.034667,-0.013891,-0.057207,1
-1.272009,-0.681972,-0.210494,0.147696,-0.515661,1
-2.273168,-1.252281,-0.378958,0.25144,-0.92616,1
-1.772199,-0.971768,-0.297446,0.188683,-0.69648,1
-0.836694,-0.429618,-0.124164,0.094727,-0.341468,1
-1.467644,-0.773584,-0.244307,0.147106,-0.602336,1
-1.368756,-0.747889,-0.238567,0.139742,-0.539921,1
-1.270341,-0.684184,-0.226375,0.129158,-0.515319,1
-0.726352,-0.378511,-0.130444,0.069586,-0.297412,1
-1.292091,-0.697997,-0.200771,0.143582,-0.506918,1
-1.255538,-0.688221,-0.2185,0.11274,-0.493604,2
-1.71377,-0.913666,-0.284652,0.179143,-0.69258,1
-0.801124,-0.426557,-0.119724,0.10535,-0.330342,1
-0.962237,-0.516556,-0.135871,0.122218,-0.391862,1
-0.74531,-0.41145,-0.147595,0.06591,-0.296748,1
-0.626447,-0.367554,-0.098022,0.092532,-0.313625,1
-0.781506,-0.426362,-0.152203,0.058862,-0.307825,1
-1.894773,-1.016065,-0.321984,0.200372,-0.774282,1
-1.455443,-0.763084,-0.247582,0.13948,-0.591784,1
-1.58668,-0.859854,-0.256447,0.172428,-0.625734,1
-1.439076,-0.750563,-0.211397,0.164744,-0.578073,1
-1.027426,-0.559619,-0.178976,0.110711,-0.419765,1
-0.895204,-0.476885,-0.132057,0.102676,-0.347487,1
-1.161668,-0.614013,-0.19346,0.119212,-0.469366,1
-1.062271,-0.551518,-0.17413,0.113425,-0.438609,1
-0.849032,-0.449589,-0.142789,0.084231,-0.363356,1
-1.347899,-0.700657,-0.211698,0.152396,-0.55891,1
-1.493515,-0.801412,-0.249846,0.128879,-0.595423,2
-1.063661,-0.585958,-0.204252,0.109993,-0.427772,1
-1.327976,-0.695809,-0.204259,0.152484,-0.548314,1
-1.055762,-0.558333,-0.192717,0.106335,-0.438844,1
-1.87995,-1.01125,-0.306608,0.205674,-0.754864,1
-2.569627,-1.387571,-0.431241,0.272303,-1.036172,1
-2.51575,-1.36215,-0.420341,0.257824,-1.026233,1
-1.131126,-0.626548,-0.211213,0.105267,-0.449556,2
-0.907764,-0.487759,-0.168442,0.078815,-0.363999,1
-0.49643,-0.253922,-0.074261,0.059603,-0.204802,1
-0.466845,-0.237332,-0.063275,0.06194,-0.191628,1
-2.107834,-1.126701,-0.34718,0.22362,-0.853023,1
-0.917399,-0.495798,-0.163582,0.076044,-0.361038,2
-1.916826,-1.029916,-0.326256,0.193182,-0.78394,1
-0.803223,-0.431507,-0.141302,0.080303,-0.315202,1
-1.320425,-0.719672,-0.213772,0.119189,-0.542501,1
-1.364231,-0.748156,-0.17863,0.051304,-0.55797,1
-1.65551,-0.881172,-0.255698,0.190712,-0.666544,1
-1.099639,-0.595775,-0.171923,0.086348,-0.430835,2
-1.525879,-0.80628,-0.25795,0.154892,-0.629344,1
-0.845835,-0.470947,-0.134471,0.09969,-0.316161,1
-1.670552,-0.890747,-0.270633,0.179503,-0.672647,1
-1.217814,-0.635472,-0.194349,0.12973,-0.494732,1
-1.636612,-0.874271,-0.25795,0.180664,-0.652496,1
-1.45524,-0.78038,-0.239379,0.159987,-0.58792,1
-2.1863,-1.187867,-0.361839,0.234245,-0.869783,1
-0.668911,-0.352243,-0.104128,0.043434,-0.265401,2
-1.740297,-0.929194,-0.298474,0.176397,-0.704736,1
-2.110436,-1.117078,-0.350675,0.2177,-0.862282,1
-1.792309,-0.967713,-0.292087,0.194677,-0.714911,1
-1.149825,-0.622704,-0.197838,0.105657,-0.484258,1
-0.787333,-0.416217,-0.12086,0.082203,-0.302344,1
-1.892948,-1.000295,-0.313249,0.191722,-0.771287,1
-1.591462,-0.849354,-0.263926,0.164363,-0.638615,1
-0.973819,-0.494241,-0.170178,0.094093,-0.413149,1
-2.190464,-1.179931,-0.376137,0.215837,-0.897356,1
-1.035382,-0.559358,-0.187899,0.096907,-0.436089,1
-1.221028,-0.663761,-0.224302,0.127823,-0.498083,1
-0.968265,-0.530627,-0.170153,0.100395,-0.376755,1
-0.775057,-0.409243,-0.116068,0.10131,-0.323875,1
-2.393446,-1.296781,-0.401895,0.24811,-0.957537,1
-1.457011,-0.783772,-0.259987,0.149831,-0.594774,1
-0.893152,-0.478639,-0.147432,0.097616,-0.356088,1
-1.374917,-0.748207,-0.225669,0.156839,-0.549178,1
-2.021635,-1.117778,-0.341322,0.204558,-0.834193,1
-1.400599,-0.778471,-0.23522,0.154367,-0.57685,1
-1.209509,-0.651007,-0.208066,0.126024,-0.489567,1
-1.536561,-0.808195,-0.261377,0.152136,-0.631511,1
-1.240206,-0.693282,-0.208845,0.142789,-0.488199,1
-2.010662,-1.091286,-0.344942,0.213453,-0.81024,1
-0.807311,-0.447274,-0.135853,0.090533,-0.313001,1
-1.57432,-0.86118,-0.25084,0.17586,-0.616395,1
-2.518418,-1.357522,-0.422713,0.265842,-1.027251,1
-1.039172,-0.585289,-0.195561,0.09106,-0.428887,1
-2.1938,-1.185178,-0.371287,0.232846,-0.885114,1
-1.52794,-0.798021,-0.254541,0.166901,-0.636913,1
-0.813736,-0.430751,-0.148865,0.084767,-0.334411,1
-1.62186,-0.865883,-0.255829,0.170776,-0.645325,1
-0.916311,-0.494758,-0.167406,0.092155,-0.368227,1
-2.410716,-1.304933,-0.416048,0.251696,-0.980787,1
-1.635423,-0.876405,-0.25762,0.146374,-0.645327,2
-1.63467,-0.868951,-0.263562,0.17805,-0.66388,1
-1.412414,-0.752556,-0.242246,0.143493,-0.58395,1
-2.050127,-1.101356,-0.344697,0.2123,-0.841516,1
-2.415662,-1.305297,-0.414187,0.263606,-0.987739,1
-1.371931,-0.734881,-0.228355,0.142577,-0.548359,1
-1.502443,-0.81465,-0.267272,0.149122,-0.600178,1
-1.283867,-0.673697,-0.195955,0.142547,-0.518925,1
-1.629332,-0.897994,-0.276725,0.161422,-0.684588,1
-1.003491,-0.5006,-0.17015,0.09232,-0.423494,1
-1.319775,-0.717293,-0.24362,0.135972,-0.536425,1
-1.018818,-0.549625,-0.156496,0.114942,-0.397565,1
-2.373604,-1.2864,-0.405253,0.252955,-0.955742,1
-1.557408,-0.847133,-0.257974,0.153111,-0.60458,1
-0.830004,-0.449008,-0.153646,0.086822,-0.337953,1
-1.177843,-0.621504,-0.184803,0.132275,-0.478488,1
-1.921228,-1.032786,-0.307153,0.209452,-0.766535,1
-1.246333,-0.684794,-0.213543,0.130729,-0.490068,1
-0.97917,-0.527504,-0.176522,0.100317,-0.401249,1
-1.643861,-0.887688,-0.28062,0.17129,-0.668813,1
-1.531182,-0.81895,-0.268177,0.156597,-0.624724,1
-1.323937,-0.705217,-0.197322,0.138613,-0.520593,1
-1.953611,-1.048285,-0.309128,0.222205,-0.785677,1
-1.651251,-0.885802,-0.268642,0.183859,-0.663593,1
-1.595939,-0.853391,-0.274834,0.16591,-0.65242,1
-1.324294,-0.710234,-0.211268,0.151268,-0.538898,1
-1.189262,-0.646886,-0.221519,0.121587,-0.486164,1
-1.099954,-0.566425,-0.168023,0.131546,-0.462214,1
-1.621251,-0.870925,-0.261911,0.178927,-0.659067,1
-0.876506,-0.488942,-0.148402,0.102802,-0.362211,1
-1.260842,-0.681239,-0.204946,0.146328,-0.505418,1
-1.314989,-0.711005,-0.213202,0.142558,-0.516744,1
-0.991869,-0.506908,-0.165604,0.094423,-0.411332,1
-0.864978,-0.441195,-0.130225,0.08754,-0.351562,1
-0.863151,-0.462448,-0.158873,0.08909,-0.354557,1
-2.078065,-1.114387,-0.353545,0.215994,-0.842427,1
-1.228576,-0.634258,-0.177799,0.126199,-0.481811,1
-1.73993,-0.93668,-0.299926,0.181078,-0.701586,1
-1.489888,-0.794091,-0.236983,0.162267,-0.605238,1
-0.689251,-0.371285,-0.121774,0.064504,-0.26907,1
-1.64791,-0.86807,-0.260567,0.187426,-0.676434,1
-1.353039,-0.724972,-0.229056,0.134049,-0.539913,1
-1.469152,-0.783076,-0.250904,0.148535,-0.595452,1
-1.359712,-0.706741,-0.217768,0.12425,-0.553212,2
-0.927103,-0.499063,-0.173787,0.086496,-0.378223,1
-0.720695,-0.348355,-0.097611,0.072022,-0.296184,1
-0.95797,-0.517942,-0.14254,0.124208,-0.384498,1
-1.785822,-0.948103,-0.284486,0.191149,-0.720621,1
-1.506451,-0.787167,-0.252049,0.1511,-0.620459,1
-1.534211,-0.826021,-0.264082,0.152253,-0.616417,1
-1.067287,-0.583944,-0.183004,0.107547,-0.426947,2
-1.228141,-0.668362,-0.203436,0.131154,-0.498367,1
-1.190646,-0.634722,-0.210008,0.124806,-0.489641,1
-1.367963,-0.721514,-0.21066,0.151095,-0.550441,1
-0.827719,-0.423503,-0.144621,0.082298,-0.366305,1
-2.364136,-1.272458,-0.405491,0.253023,-0.964402,1
-0.730823,-0.406876,-0.124578,0.085419,-0.287312,1
-2.375388,-1.278885,-0.391715,0.250951,-0.95737,1
-1.135415,-0.60996,-0.185143,0.122151,-0.460634,1
-0.349252,-0.20337,-0.050936,0.045098,-0.11627,1
-1.307238,-0.686875,-0.233697,0.140149,-0.55791,1
-1.986431,-1.049403,-0.331435,0.202282,-0.811328,1
-0.900186,-0.474597,-0.16474,0.089769,-0.378719,1
-2.202243,-1.166449,-0.339304,0.246807,-0.891458,1
-1.194164,-0.62273,-0.20279,0.135021,-0.501744,1
-0.557505,-0.296895,-0.117413,0.044388,-0.229461,1
-1.960703,-1.036366,-0.324859,0.203028,-0.802861,1
-1.141685,-0.628917,-0.206225,0.117725,-0.474028,1
-1.226386,-0.663599,-0.210654,0.133935,-0.498569,1
-1.272348,-0.678317,-0.215017,0.112132,-0.508961,2
-1.74494,-0.939984,-0.281127,0.188954,-0.699771,1
-1.540742,-0.812482,-0.24601,0.161773,-0.622556,1
-1.454018,-0.776445,-0.252169,0.148867,-0.59078,1
-1.001228,-0.547032,-0.177634,0.096464,-0.42891,1
-2.82841,-1.521911,-0.449619,0.284619,-1.153546,1
-0.702359,-0.367012,-0.128667,0.067657,-0.310062,1
-1.735408,-0.933604,-0.282577,0.186805,-0.697495,1
-1.684185,-0.900802,-0.271669,0.192157,-0.685036,1
-1.042525,-0.538449,-0.165243,0.105192,-0.424304,1
-0.744936,-0.40401,-0.144464,0.073825,-0.302831,1
-0.985559,-0.544393,-0.18343,0.093776,-0.39513,1
-2.077607,-1.118296,-0.348236,0.217267,-0.83701,1
-1.291968,-0.65463,-0.213411,0.125617,-0.546316,1
-2.882581,-1.562601,-0.484944,0.299907,-1.156326,1
-1.005214,-0.525526,-0.141926,0.114202,-0.399179,1
-1.047679,-0.547493,-0.190356,0.096514,-0.430318,1
-0.902579,-0.488866,-0.144695,0.085168,-0.384334,1
-2.071363,-1.120778,-0.349499,0.22086,-0.833221,1
-0.964495,-0.501434,-0.164551,0.088318,-0.391121,1
-1.239971,-0.656408,-0.186761,0.133952,-0.489385,1
-1.469701,-0.792842,-0.257273,0.153969,-0.601247,1
-2.083493,-1.114871,-0.356589,0.213504,-0.846224,1
-1.664261,-0.891908,-0.281428,0.179519,-0.677695,1
-1.432583,-0.771597,-0.253304,0.144146,-0.581556,1
-0.595067,-0.343922,-0.125281,0.046675,-0.244314,1
-1.053348,-0.55349,-0.175736,0.110263,-0.431606,1
-0.694751,-0.393959,-0.147986,0.074685,-0.286967,1
-1.790576,-0.947375,-0.296198,0.187383,-0.72732,1
-1.719179,-0.928199,-0.273217,0.197934,-0.685744,1
-1.006991,-0.533172,-0.165796,0.111957,-0.41364,1
-1.369615,-0.756923,-0.238508,0.141439,-0.564496,1
-1.742397,-0.926779,-0.299357,0.183798,-0.717506,1
-1.00003,-0.540738,-0.176043,0.101498,-0.401329,1
-0.464851,-0.251544,-0.052598,0.067166,-0.172271,1
-1.042503,-0.540906,-0.161398,0.103018,-0.413609,1
-1.004085,-0.519722,-0.174975,0.113131,-0.436573,1
-2.489362,-1.365758,-0.425777,0.263289,-0.989702,1
-1.515752,-0.82727,-0.25264,0.161947,-0.610677,1
-1.920959,-1.029148,-0.306933,0.203114,-0.770814,1
-0.971871,-0.517218,-0.154222,0.099455,-0.377318,1
-0.570286,-0.319375,-0.12385,0.046923,-0.244377,1
-1.331458,-0.706567,-0.215506,0.124318,-0.526563,2
-2.046495,-1.101615,-0.351475,0.202447,-0.823215,1
-0.708748,-0.374458,-0.128294,0.050283,-0.302676,1
-0.832881,-0.440857,-0.132202,0.086566,-0.331025,1
-1.223128,-0.642162,-0.184566,0.140523,-0.497731,1
-0.982308,-0.520496,-0.148852,0.115122,-0.393531,1
-1.570589,-0.825304,-0.270556,0.160724,-0.65006,1
-1.076246,-0.583846,-0.198063,0.084744,-0.451708,1
-1.010867,-0.560202,-0.165848,0.112197,-0.388115,1
-1.172766,-0.657637,-0.191652,0.111932,-0.484009,1
-1.434476,-0.766808,-0.244296,0.143203,-0.576046,1
-1.8012,-0.956404,-0.301997,0.197827,-0.751487,1
-0.638943,-0.354584,-0.128574,0.068616,-0.257947,1
-1.006553,-0.589801,-0.154159,0.136496,-0.46615,1
-2.784989,-1.502419,-0.47177,0.296103,-1.132976,1
-0.82167,-0.440355,-0.140555,0.059632,-0.324007,2
-1.617779,-0.86537,-0.278843,0.164207,-0.656445,1
-1.629853,-0.877976,-0.268965,0.172275,-0.657806,1
-1.077296,-0.574635,-0.190158,0.095538,-0.437418,2
-0.921171,-0.49732,-0.170918,0.091402,-0.373366,1
-1.158717,-0.628526,-0.206823,0.121035,-0.470354,1
-4.63868,-2.534316,-0.693253,0.361685,-1.888405,1
-1.161001,-0.610589,-0.201925,0.111105,-0.482755,1
-1.227486,-0.644172,-0.179003,0.141102,-0.494009,1
-1.60846,-0.867181,-0.270388,0.17103,-0.647432,1
-1.768331,-0.949678,-0.285152,0.190562,-0.708364,1
-1.244147,-0.672646,-0.200248,0.105704,-0.486297,2
-1.300517,-0.710369,-0.235365,0.138766,-0.528113,1
-1.155264,-0.605563,-0.186993,0.123089,-0.468916,1
-1.585477,-0.860302,-0.276662,0.161828,-0.637425,1
-0.578248,-0.329864,-0.086414,0.068477,-0.20666,1
-1.085975,-0.605355,-0.187634,0.087577,-0.443428,1
-1.242271,-0.664208,-0.215172,0.131433,-0.506729,1
-0.987212,-0.517808,-0.158189,0.105967,-0.397119,1
-1.317554,-0.70594,-0.216193,0.146163,-0.530447,1
-1.052023,-0.598818,-0.190849,0.117192,-0.447466,1
-1.110238,-0.580606,-0.185036,0.119379,-0.470364,1
-0.789141,-0.406351,-0.134634,0.051471,-0.327326,2
-1.295567,-0.709286,-0.216153,0.146075,-0.512747,1
-1.451731,-0.764683,-0.237326,0.163067,-0.59527,1
-0.990409,-0.532367,-0.187044,0.106298,-0.417436,1
-0.79211,-0.426018,-0.148817,0.082754,-0.328912,1
-1.450128,-0.764386,-0.247353,0.154971,-0.598405,1
-2.116334,-1.140936,-0.361699,0.218876,-0.851246,1
-2.095134,-1.126493,-0.34791,0.214433,-0.839026,1
-0.677826,-0.383819,-0.131232,0.056395,-0.260627,2
-1.378949,-0.735461,-0.224304,0.149446,-0.553933,1
-1.142651,-0.605259,-0.210091,0.118969,-0.480215,1
-1.845786,-0.985431,-0.284626,0.20591,-0.740437,1
-0.809874,-0.412816,-0.116114,0.088728,-0.327543,1
-1.257055,-0.66944,-0.202674,0.131348,-0.505598,1
-1.238144,-0.677927,-0.231777,0.132638,-0.540018,1
-1.396397,-0.768634,-0.229589,0.141812,-0.574001,1
-0.488987,-0.25117,-0.068406,0.056925,-0.190487,1
-1.373129,-0.730457,-0.22519,0.145042,-0.549955,1
-0.848684,-0.455193,-0.113687,0.113307,-0.333852,1
-1.58252,-0.846834,-0.258634,0.163701,-0.635147,1
-1.396017,-0.731498,-0.205341,0.157112,-0.561263,1
-2.148686,-1.163653,-0.358661,0.240239,-0.865026,1
-0.856557,-0.466071,-0.168202,0.084359,-0.351181,1
-1.494974,-0.783976,-0.244738,0.151534,-0.604398,1
-0.228013,-0.15211,-0.031011,0.032617,-0.054249,1
-1.68629,-0.904008,-0.283639,0.17698,-0.680325,1
-1.806566,-0.996398,-0.313852,0.186737,-0.7388,1
-1.010711,-0.542639,-0.176768,0.09501,-0.415996,1
-3.948773,-2.148384,-0.669369,0.390457,-1.620947,1
-1.062003,-0.5771,-0.176708,0.116205,-0.423076,1
-1.38823,-0.739717,-0.218996,0.149602,-0.550006,1
-3.601785,-1.961757,-0.615108,0.38714,-1.488971,1
-1.175119,-0.632014,-0.193484,0.125705,-0.469386,1
-0.828039,-0.436001,-0.140582,0.083918,-0.343233,1
-0.790772,-0.439727,-0.146197,0.087183,-0.314745,1
-1.272372,-0.676572,-0.196689,0.11847,-0.501975,2
-1.48406,-0.818329,-0.252971,0.16529,-0.611598,1
-1.143718,-0.60999,-0.200949,0.116101,-0.469696,1
-1.387978,-0.753189,-0.224315,0.15059,-0.547303,1
-1.088925,-0.598318,-0.191764,0.11849,-0.43786,1
-1.531813,-0.826687,-0.249013,0.158484,-0.606464,1
-1.114902,-0.588796,-0.168734,0.122184,-0.442902,1
-1.327977,-0.732175,-0.22655,0.130165,-0.51835,2
-0.887648,-0.484888,-0.165538,0.091373,-0.355834,1
-1.027086,-0.542319,-0.181976,0.108881,-0.43008,1
-1.022513,-0.549807,-0.193772,0.096254,-0.417364,1
-1.575646,-0.856714,-0.260809,0.171816,-0.623056,1
-2.128587,-1.164965,-0.366306,0.219187,-0.854605,1
-1.198316,-0.648903,-0.206163,0.12801,-0.481203,1
-2.326093,-1.272891,-0.408514,0.235516,-0.951192,1
-1.895282,-1.019234,-0.305143,0.209886,-0.767622,1
-0.897807,-0.499785,-0.149069,0.0908,-0.363882,1
-1.220731,-0.71382,-0.189313,0.137446,-0.496222,1
-0.698543,-0.351322,-0.098307,0.078935,-0.285473,1
-1.253338,-0.658326,-0.214563,0.12791,-0.523245,1
-2.285218,-1.251223,-0.400774,0.236,-0.912748,1
-1.561585,-0.841379,-0.276341,0.146889,-0.65431,1
-1.34257,-0.738111,-0.237106,0.140728,-0.53527,1
-1.710746,-0.929894,-0.278744,0.182506,-0.682532,1
-1.616292,-0.868481,-0.266481,0.169363,-0.64165,1
-1.701905,-0.930967,-0.296034,0.181603,-0.677517,1
-1.709855,-0.92196,-0.284122,0.179652,-0.682419,1
-0.448582,-0.233957,-0.069774,0.044105,-0.173546,1
-1.435755,-0.755548,-0.241174,0.146349,-0.58666,1
-1.770329,-0.971915,-0.307004,0.178538,-0.729013,1
-1.734315,-0.953128,-0.285549,0.185766,-0.67636,1
-0.95722,-0.509015,-0.146812,0.075492,-0.382384,2
-1.285637,-0.678623,-0.202545,0.1369,-0.519201,1
-3.706818,-2.040973,-0.606418,0.427112,-1.549078,1
-0.651471,-0.341203,-0.094201,0.082741,-0.268963,1
-1.18476,-0.626415,-0.200262,0.103182,-0.477554,2
-1.045142,-0.552919,-0.167403,0.108238,-0.415273,1
-1.835843,-0.958766,-0.28901,0.197924,-0.750228,1
-1.309013,-0.693426,-0.200886,0.14045,-0.519777,1
-1.430403,-0.746082,-0.242045,0.143314,-0.59364,1
-0.673901,-0.381694,-0.13381,0.06106,-0.264565,1
-1.714398,-0.922581,-0.296062,0.175757,-0.692436,1
-1.346666,-0.718509,-0.236117,0.137979,-0.552836,1
-1.103299,-0.596012,-0.175566,0.089856,-0.433369,2
-1.242702,-0.651718,-0.203325,0.14045,-0.520361,1
-1.056511,-0.563544,-0.165198,0.11808,-0.424572,1
-0.697348,-0.395498,-0.144938,0.070132,-0.28011,1
-1.276054,-0.695365,-0.229201,0.136701,-0.519855,1
-1.72948,-0.922255,-0.274272,0.186963,-0.693226,1
-1.568637,-0.852255,-0.258163,0.175548,-0.634541,1
-1.105661,-0.58334,-0.190928,0.124442,-0.463156,1
-1.052917,-0.56262,-0.155363,0.117263,-0.407982,1
-0.772331,-0.440967,-0.160054,0.084896,-0.324118,1
-1.365226,-0.724145,-0.210802,0.152578,-0.542514,1
-1.422986,-0.777888,-0.24714,0.155619,-0.573022,1
-0.964537,-0.524252,-0.158716,0.105008,-0.384608,1
-2.021785,-1.086885,-0.340141,0.213901,-0.816347,1
-1.88768,-1.022723,-0.317297,0.198525,-0.759619,1
-2.343616,-1.255093,-0.389793,0.242586,-0.945472,1
-0.743846,-0.399138,-0.148043,0.064483,-0.308255,1
-1.185446,-0.63847,-0.183838,0.13222,-0.462518,1
-1.569016,-0.83218,-0.258134,0.16365,-0.63577,1
-1.318745,-0.71915,-0.214485,0.150276,-0.533444,1
-1.180601,-0.661352,-0.208413,0.123784,-0.456697,1
-1.356506,-0.724946,-0.196938,0.156503,-0.538083,1
-1.809639,-0.980513,-0.297624,0.190078,-0.715069,1
-1.847629,-0.98744,-0.319208,0.189451,-0.75655,1
-0.972571,-0.526245,-0.180416,0.092648,-0.395452,2
-0.767831,-0.39949,-0.135655,0.08279,-0.324501,1
-1.0173,-0.55214,-0.176154,0.095947,-0.426609,1
-1.128756,-0.615395,-0.181091,0.126881,-0.453105,1
-2.70768,-1.463689,-0.465118,0.282678,-1.099436,1
-1.758528,-0.929796,-0.270753,0.195013,-0.707454,1
-0.985243,-0.537242,-0.162208,0.104882,-0.382752,1
-1.175215,-0.631236,-0.195489,0.126897,-0.482734,1
-2.130782,-1.139757,-0.34125,0.192675,-0.86666,1
-1.229623,-0.64778,-0.196198,0.13344,-0.498841,1
-0.918072,-0.506142,-0.156455,0.101589,-0.361144,1
-0.812321,-0.422319,-0.125376,0.097067,-0.34454,1
-2.127463,-1.154498,-0.362086,0.222869,-0.847898,1
-1.226691,-0.665489,-0.206317,0.134962,-0.492291,1
-0.962235,-0.507283,-0.175931,0.089684,-0.391831,1
-1.299074,-0.700061,-0.234629,0.140094,-0.536306,1
-0.977159,-0.531266,-0.187551,0.102948,-0.401738,1
-2.541512,-1.432029,-0.407299,0.297004,-1.093334,1
-1.449301,-0.764447,-0.230221,0.160601,-0.588324,1
-0.632769,-0.326243,-0.112435,0.059037,-0.258262,1
-2.052399,-1.096837,-0.347825,0.215271,-0.834784,1
-1.828018,-0.968173,-0.286544,0.195175,-0.731644,1
-0.330473,-0.214179,-0.079884,0.044713,-0.151002,1
-0.934087,-0.506424,-0.145475,0.104127,-0.362051,1
-2.099071,-1.119263,-0.338006,0.23105,-0.855003,1
-1.336214,-0.728659,-0.225961,0.144402,-0.531402,1
-1.770916,-0.947102,-0.295274,0.187377,-0.714596,1
-1.235822,-0.666083,-0.222626,0.125807,-0.503232,1
-1.222689,-0.645193,-0.190658,0.133297,-0.492029,1
-1.153534,-0.627726,-0.200132,0.121991,-0.460752,1
-0.950792,-0.496149,-0.140984,0.104505,-0.379852,1
-0.850598,-0.464756,-0.152204,0.074064,-0.335773,2
-2.359633,-1.284013,-0.401282,0.255323,-0.94633,1
-0.98819,-0.538779,-0.168157,0.112997,-0.407241,1
-0.925673,-0.515527,-0.184869,0.102949,-0.386735,1
-2.225458,-1.219793,-0.386511,0.235348,-0.91328,1
-1.553591,-0.846557,-0.245989,0.170751,-0.612427,1
-1.080602,-0.556304,-0.181665,0.115974,-0.454664,1
-0.538354,-0.304142,-0.108672,0.039983,-0.207318,2
-1.358032,-0.74132,-0.218953,0.14231,-0.525902,1
-1.000999,-0.538817,-0.168583,0.106086,-0.395972,1
-4.346163,-2.405096,-0.724375,0.488149,-1.856151,1
-1.307131,-0.711568,-0.222362,0.141113,-0.521548,1
-1.75494,-0.935985,-0.271205,0.202497,-0.705631,1
-1.407713,-0.744897,-0.213606,0.160196,-0.566105,1
-1.072127,-0.591612,-0.202737,0.108502,-0.433531,1
-1.844224,-0.988596,-0.316274,0.181641,-0.751328,1
-1.550241,-0.84053,-0.256852,0.170785,-0.623055,1
-1.227254,-0.680324,-0.206668,0.135394,-0.476853,1
-1.002325,-0.548853,-0.168299,0.100128,-0.409923,1
-1.928989,-1.042053,-0.316683,0.207282,-0.767374,1
-1.750716,-0.948036,-0.290136,0.191022,-0.700297,1
-0.884659,-0.446665,-0.130552,0.088379,-0.359156,1
-1.215766,-0.643869,-0.192246,0.126126,-0.485097,1
-1.813401,-0.987342,-0.324353,0.197256,-0.739224,1
-1.648768,-0.868288,-0.262974,0.174857,-0.670457,1
-1.849365,-0.992527,-0.317576,0.191228,-0.755931,1
-1.613618,-0.857639,-0.267795,0.173909,-0.657419,1
-1.586629,-0.852696,-0.244524,0.174028,-0.633367,1
-0.941079,-0.508907,-0.143432,0.10778,-0.379901,1
-1.238201,-0.656446,-0.188893,0.135053,-0.490356,1
-1.861945,-1.000624,-0.303248,0.201577,-0.747581,1
-1.587289,-0.842588,-0.232823,0.181848,-0.630463,1
-0.650818,-0.352505,-0.111371,0.049883,-0.253588,2
-1.370167,-0.725004,-0.226629,0.148212,-0.564099,1
-0.558739,-0.310385,-0.119813,0.05445,-0.22846,1
-0.687915,-0.372119,-0.129849,0.07438,-0.289731,1
-1.491315,-0.807552,-0.241667,0.15935,-0.607847,1
-1.535935,-0.819891,-0.2514,0.162968,-0.621932,1
-1.555327,-0.8302,-0.257938,0.15962,-0.623693,1
-1.322532,-0.700999,-0.219404,0.138848,-0.54441,1
-2.110857,-1.129715,-0.353615,0.232898,-0.868937,1
-0.482345,-0.294834,-0.08291,0.049296,-0.152605,1
-1.133091,-0.613809,-0.179561,0.126758,-0.447638,1
